"","rules","support","confidence","coverage","lift","count"
"1","{} => {만족감=보통}",0.436647173489279,0.436647173489279,1,1,15904
"2","{교육정도=중학교} => {만족감=보통}",0.0528512203827252,0.458333333333333,0.11531175356231,1.04966517857143,1925
"3","{교육정도=전문대} => {만족감=보통}",0.0661120720423908,0.424391963341558,0.155780688026796,0.971933380331336,2408
"4","{기억.집중.가능.여부=어려움} => {만족감=보통}",0.0700107075199736,0.444715730728985,0.157427998791972,1.01847843689272,2550
"5","{소득.만족도=만족} => {만족감=보통}",0.0596601048787854,0.315338847772457,0.189193641380446,0.722182271907457,2173
"6","{기부경험=있음} => {만족감=보통}",0.0750624605331796,0.354788476511809,0.211569612607418,0.812528966297134,2734
"7","{생활수준.변화=나빠짐} => {만족감=보통}",0.0830793729237021,0.383717981232564,0.216511544902946,0.878782698090649,3026
"8","{혼인상태=미혼} => {만족감=보통}",0.105482799330094,0.412851923490221,0.255497899678774,0.945504628350373,3842
"9","{교육정도=4년제} => {만족감=보통}",0.10023886006095,0.368155692245639,0.272273014304148,0.843142277330414,3651
"10","{교육정도=고등학교} => {만족감=보통}",0.147846141174533,0.472285563936152,0.313043955742251,1.08161827812163,5385
"11","{생활수준.변화=좋아짐} => {만족감=보통}",0.1255250803064,0.400876808417361,0.31312632128051,0.918079476420116,4572
"12","{소득.만족도=불만족} => {만족감=보통}",0.147653954918595,0.446900448728602,0.330395629135436,1.02348183124006,5378
"13","{계층의식=빈곤층} => {만족감=보통}",0.182769129396261,0.472027228249309,0.387200395354584,1.08102664326739,6657
"14","{인간관계=보통} => {만족감=보통}",0.23463196331988,0.55285289170656,0.424402163468138,1.26613184573868,8546
"15","{생활수준.변화=그대로} => {만족감=보통}",0.228042720259177,0.484823721690404,0.470362133816545,1.11033289833561,8306
"16","{소득.만족도=보통} => {만족감=보통}",0.229333113691898,0.477368842153389,0.480410729484117,1.09325989296736,8353
"17","{인간관계=만족} => {만족감=보통}",0.1868874063092,0.357191583145301,0.52321335419927,0.818032509614015,6807
"18","{계층의식=중산층} => {만족감=보통}",0.249238118771106,0.424265083890265,0.587458474041128,0.97164280373083,9078
"19","{혼인상태=기혼} => {만족감=보통}",0.264311012272465,0.435768604019555,0.606539823737748,0.997987919026926,9627
"20","{기부경험=없음} => {만족감=보통}",0.361584712956099,0.458613364905805,0.788430387392582,1.05030650087803,13170
"21","{기억.집중.가능.여부=가능} => {만족감=보통}",0.36633445899569,0.435334420880914,0.841501249210664,0.996993562106735,13343
"22","{자기개발.가능여부=가능} => {만족감=보통}",0.415616506053867,0.436341625111694,0.952502539604096,0.999300239653121,15138
"23","{기부경험=없음,교육정도=전문대} => {만족감=보통}",0.0518079235647805,0.442438452520516,0.117096340224583,1.0132630631385,1887
"24","{기억.집중.가능.여부=가능,교육정도=전문대} => {만족감=보통}",0.0595777393405266,0.427754780208949,0.139280125195618,0.979634831460674,2170
"25","{자기개발.가능여부=가능,교육정도=전문대} => {만족감=보통}",0.0653982373774813,0.425053533190578,0.153858825467424,0.973448493423065,2382
"26","{기억.집중.가능.여부=어려움,기부경험=없음} => {만족감=보통}",0.0573538698075392,0.460842709022722,0.124454328309035,1.05541209700293,2089
"27","{기억.집중.가능.여부=어려움,자기개발.가능여부=가능} => {만족감=보통}",0.05252175822969,0.440681870536743,0.119182933860473,1.00924017672031,1913
"28","{기억.집중.가능.여부=가능,소득.만족도=만족} => {만족감=보통}",0.0513137303352277,0.307958477508651,0.166625483897537,0.705279906080079,1869
"29","{자기개발.가능여부=가능,소득.만족도=만족} => {만족감=보통}",0.0576284216017352,0.311655530809206,0.184910633390989,0.71374681832644,2099
"30","{기부경험=있음,계층의식=중산층} => {만족감=보통}",0.0519451994618785,0.340839488380472,0.152403700958186,0.780583292585635,1892
"31","{기부경험=있음,혼인상태=기혼} => {만족감=보통}",0.0547181725832578,0.347212543554007,0.15759272986849,0.795178726978596,1993
"32","{기억.집중.가능.여부=가능,기부경험=있음} => {만족감=보통}",0.0623781676413255,0.349323493234932,0.178568486945062,0.800013178703216,2272
"33","{자기개발.가능여부=가능,기부경험=있음} => {만족감=보통}",0.0733053290503253,0.354628768760792,0.20671004585015,0.812163207028063,2670
"34","{생활수준.변화=나빠짐,혼인상태=기혼} => {만족감=보통}",0.055047634736293,0.384320490703469,0.14323367103204,0.880162552369999,2005
"35","{생활수준.변화=나빠짐,기부경험=없음} => {만족감=보통}",0.0641627543035994,0.398601398601399,0.1609697169371,0.912868381618382,2337
"36","{기억.집중.가능.여부=가능,생활수준.변화=나빠짐} => {만족감=보통}",0.0680888449606018,0.385992217898833,0.176399527770914,0.883991106170095,2480
"37","{자기개발.가능여부=가능,생활수준.변화=나빠짐} => {만족감=보통}",0.0798671169316092,0.386372692256608,0.20671004585015,0.884862460391249,2909
"38","{인간관계=보통,혼인상태=미혼} => {만족감=보통}",0.0520001098207177,0.556077510275984,0.0935123411031491,1.27351679808741,1894
"39","{생활수준.변화=그대로,혼인상태=미혼} => {만족감=보통}",0.0660022513247124,0.434798336046301,0.151799687010955,0.995765832106038,2404
"40","{소득.만족도=보통,혼인상태=미혼} => {만족감=보통}",0.0673200999368531,0.424368293527172,0.158636026686434,0.97187917222964,2452
"41","{계층의식=중산층,혼인상태=미혼} => {만족감=보통}",0.0613623260028004,0.405111473626971,0.151470224857919,0.92777761594034,2235
"42","{기부경험=없음,혼인상태=미혼} => {만족감=보통}",0.0927161408999808,0.422865013774105,0.219257062844906,0.968436393152302,3377
"43","{기억.집중.가능.여부=가능,혼인상태=미혼} => {만족감=보통}",0.0997995771902369,0.415808739418897,0.240013178486121,0.952276264829885,3635
